GAS_ZONES,TIMESERIES,gas_demand_ref_quantity,gas_ref_price
DC,20221011,43832.5997035431,8.72285963300546
DC,20221012,41099.9131805793,9.35346692624405
DC,20221013,38980.8951061926,8.92216367031867
DC,20221014,38542.2624570412,8.77165408318755
DC,20221015,44401.9830691619,8.81074227362722
DC,20221016,40284.5772163356,8.84983046406688
DC,20221017,39073.3352853977,8.88891865450654
DC,20221018,47360.8976361544,9.04778271203267
DC,20221019,68942.2674807742,8.30779827590439
DC,20221020,66312.0376570063,7.56073161852431
DC,20221021,60472.4664685966,6.62780551165664
DC,20221022,53759.8741538467,6.84002246464364
DC,20221023,49032.5789970437,7.05223941763063
DC,20221024,47267.809934643,7.26445637061763
DC,20221025,43014.7000905901,7.84448951471206
DC,20221026,43450.7140125775,8.04867084485056
DC,20221027,44511.1014231018,8.1167508514682
DC,20221028,55152.6980676976,7.7237136505734
DC,20221029,61195.799942561,7.75981987674232
DC,20221030,65678.9493436557,7.79592610291124
DC,20221031,62283.7726597633,7.83203232908015
DC,20221101,44918.2945288624,7.16313370420208
DC,20221102,43187.9396015216,7.21221125264768
DC,20221103,49387.1771347252,7.3565131910038
DC,20221104,49286.8373461974,6.35762870548005
DC,20221105,45359.8309330447,6.72043301869498
DC,20221106,39330.0448677265,7.08323733190992
DC,20221107,38477.5374095882,7.44604164512485
DC,20221108,48720.1615122736,6.47678652144172
DC,20221109,69537.8888271668,5.62848867557419
DC,20221110,71114.4640910312,7.84464043374416
DC,20221111,54573.4607084569,7.88114194234294
DC,20221112,41839.7100653672,8.71715108150383
DC,20221113,56091.4030906642,9.55316022066472
DC,20221114,104852.195049411,10.3891693598256
DC,20221115,109940.065727866,9.79351091001802
DC,20221116,120776.120519634,9.65642749238641
DC,20221117,98085.7065700557,10.0735745919484
DC,20221118,132687.276376244,9.8056076720472
DC,20221119,123078.651660138,9.76980421594326
DC,20221120,124905.191030525,9.73400075983932
DC,20221121,173282.623984075,9.69819730373538
DC,20221122,132317.073924438,9.65657851361489
DC,20221123,100329.643739299,10.0109172719924
DC,20221124,92524.0462920297,9.9049321777425
DC,20221125,91731.4205341802,9.79894708349257
DC,20221126,84966.9927474343,9.42133084045221
DC,20221127,83032.249279172,9.04371459741185
DC,20221128,74306.1746930313,8.66609835437149
DC,20221129,100564.76365491,8.61672934408978
DC,20221130,99180.2493898109,9.89637075792067
DC,20221201,96720.770343537,8.8538957990658
DC,20221202,147289.921543577,6.80845513200894
DC,20221203,120224.863677854,6.39279480859563
DC,20221204,89853.4181596405,5.97713448518232
DC,20221205,142090.830966076,5.56147416176901
DC,20221206,129933.418201778,6.07239608155508
DC,20221207,98594.7644781851,5.88970770292332
DC,20221208,85756.5185008694,6.21635350354039
DC,20221209,96992.4417428027,6.39414268298728
DC,20221210,128614.953859183,7.05212564831357
DC,20221211,137576.776932524,7.71010861363987
DC,20221212,123617.514663088,8.36809157896616
DC,20221213,143636.978630162,8.85720410542889
DC,20221214,158531.372400119,7.95966339026584
DC,20221215,155127.480648073,8.18801567375478
DC,20221216,129572.829596041,7.98172897437991
DC,20221217,118041.234528739,7.75956395669748
DC,20221218,125155.639213671,7.53739893901505
DC,20221219,154927.386441599,7.31523392133263
DC,20221220,164264.068582062,6.35144184445871
DC,20221221,168632.7174468,7.37246398123313
DC,20221222,156531.944154615,8.53737449459008
DC,20221223,112888.583850554,8.595790875898
DC,20221224,209107.402932964,8.59408625484913
DC,20221225,308904.879131665,8.59238163380026
DC,20221226,232274.948385257,8.59067701275139
DC,20221227,210367.537691767,5.86212473689056
DC,20221228,160321.801512648,4.8761287927122
DC,20221229,140701.876644431,4.53894429261056
DC,20221230,126133.900329086,4.22590423936596
DC,20221231,102618.226282263,4.22590423936596
DE,20220101,327895.384982725,4.96266788834262
DE,20220102,336767.389824642,4.91420131559053
DE,20220103,319204.314658358,4.86573474283843
DE,20220104,328089.316064018,4.83935058610921
DE,20220105,327812.901732028,4.89070541433346
DE,20220106,314587.669536534,5.08367058773447
DE,20220107,316521.800974409,4.92812202227209
DE,20220108,333055.480281656,5.05495065885052
DE,20220109,330843.671153697,5.18177929542896
DE,20220110,314211.941902507,5.30860793200739
DE,20220111,336073.078748516,5.29397940460272
DE,20220112,352068.368868211,5.86317034701203
DE,20220113,321168.809794506,6.04950830564976
DE,20220114,313708.036458597,5.5153780428098
DE,20220115,322990.786781463,5.50709656393676
DE,20220116,373624.986827607,5.49881508506373
DE,20220117,325623.521619994,5.49053360619069
DE,20220118,314979.887670087,5.71167301893523
DE,20220119,326147.61461092,6.133094356301
DE,20220120,301552.205028856,5.57634542728751
DE,20220121,339767.95227852,5.14577002635925
DE,20220122,378192.666786598,5.17872257912191
DE,20220123,364070.81632145,5.21167513188458
DE,20220124,338791.341647725,5.24462768464725
DE,20220125,328941.119290496,5.28993355107868
DE,20220126,327648.104168306,5.52213598560255
DE,20220127,382902.428404132,5.51729405796021
DE,20220128,373632.638587736,7.08033373979413
DE,20220129,344282.089945418,7.02035212347386
DE,20220130,433346.252136241,6.96037050715358
DE,20220131,418743.488222309,6.90038889083331
DE,20220201,360722.657138002,6.75794151615362
DE,20220202,343098.053801228,8.30064621082683
DE,20220203,315898.23608849,7.2288488804582
DE,20220204,269277.562295109,6.60414768788776
DE,20220205,282389.832652501,6.22832061284415
DE,20220206,385924.240579272,5.85249353780054
DE,20220207,369283.399709055,5.47666646275693
DE,20220208,319297.184425253,5.29933155408329
DE,20220209,327730.998322982,5.08536378058768
DE,20220210,303949.223671179,4.957884220385
DE,20220211,278152.18964307,4.96583269369809
DE,20220212,266593.34267813,4.94659127316458
DE,20220213,263512.465198405,4.92734985263107
DE,20220214,377260.828572182,4.90810843209756
DE,20220215,426222.081581828,5.09959991604694
DE,20220216,394094.923976336,5.07173231088108
DE,20220217,292009.668551177,5.15514613732544
DE,20220218,218686.382097514,5.07760245071435
DE,20220219,293057.591063812,4.92946576322424
DE,20220220,349674.71953043,4.78132907573414
DE,20220221,373636.331843543,4.63319238824404
DE,20220222,265271.871562866,4.48505570075394
DE,20220223,219066.745932626,4.48678803196578
DE,20220224,239434.069671031,4.56229973665883
DE,20220225,338935.024702479,4.31489239494864
DE,20220226,289405.060615269,4.16633391472989
DE,20220227,341985.806017275,4.01777543451113
DE,20220228,292832.30029266,3.86921695429237
DE,20220301,331569.930854834,3.69324241771648
DE,20220302,280091.104329976,3.84598327278496
DE,20220303,250317.382906956,3.7391126713339
DE,20220304,318642.200729991,3.73765348538199
DE,20220305,363981.932310747,3.69804258172986
DE,20220306,273652.119899664,3.65843167807772
DE,20220307,202416.34285298,3.61882077442558
DE,20220308,219503.914847595,3.30410815828611
DE,20220309,266930.290536865,3.18418220720837
DE,20220310,323298.883291295,3.17740564260241
DE,20220311,301502.398975868,3.1958650200054
DE,20220312,265561.250251565,3.08084012531897
DE,20220313,347240.402182216,2.96581523063255
DE,20220314,402788.295300338,2.85079033594612
DE,20220315,250717.118124986,2.70470994232963
DE,20220316,214025.215757696,2.89772103690996
DE,20220317,206873.425928459,3.03442810859763
DE,20220318,213878.348763384,3.143326428502
DE,20220319,195639.963796899,3.18782709121677
DE,20220320,193671.838208872,3.23232775393153
DE,20220321,240473.83335909,3.2768284166463
DE,20220322,211602.131372139,3.50695574270377
DE,20220323,216790.649255728,3.76678642400678
DE,20220324,220479.360264317,3.7947012860147
DE,20220325,229184.685267745,4.11326634876949
DE,20220326,214205.748465297,4.20411277099907
DE,20220327,265872.825711682,4.29495919322864
DE,20220328,378127.661258275,4.38580561545822
DE,20220329,451482.770363591,4.31565761107193
DE,20220330,391532.225109879,4.40627950983193
DE,20220331,247471.888068088,4.61719404641731
DE,20220401,180271.876620352,4.68824609220986
DE,20220402,251631.386061969,4.87760461992294
DE,20220403,248299.62212014,5.06696314763601
DE,20220404,249716.248604718,5.25632167534909
DE,20220405,251473.158786356,5.58249071686277
DE,20220406,213623.59711311,6.02541326727374
DE,20220407,215513.818696797,5.91720657884264
DE,20220408,226056.958386734,6.37099421986313
DE,20220409,207485.548628525,6.49697766663909
DE,20220410,240384.401983183,6.62296111341506
DE,20220411,310547.418500745,6.74894456019103
DE,20220412,222105.878816989,7.15109876690454
DE,20220413,179381.080942742,7.40097714892676
DE,20220414,187870.807884651,7.85050009288539
DE,20220415,199212.721865876,7.97474662888654
DE,20220416,168831.094485151,8.09899316488769
DE,20220417,190373.600808949,8.22323970088885
DE,20220418,286783.65787864,8.34748623689
DE,20220419,283806.696994928,8.2462309479003
DE,20220420,282025.763731177,7.83774287339218
DE,20220421,237853.985278487,7.52190652530943
DE,20220422,198696.882571806,7.1557210120771
DE,20220423,177552.535584679,7.04697895690368
DE,20220424,185009.083200695,6.93823690173026
DE,20220425,178845.050181962,6.82949484655683
DE,20220426,179247.642420271,7.27949629904694
DE,20220427,181202.266420993,7.25084672604462
DE,20220428,275526.790319509,7.26393653136364
DE,20220429,279923.695843521,7.07984851801463
DE,20220430,240549.759574372,7.18738881200736
DE,20220501,210835.389452854,7.29492910600009
DE,20220502,170535.026262789,7.40246939999282
DE,20220503,172208.545904257,7.89584268377517
DE,20220504,179901.484690538,8.30212361854314
DE,20220505,171379.529622352,8.36472927595226
DE,20220506,167567.871629085,8.23862971500495
DE,20220507,204937.631390831,8.08939930239189
DE,20220508,276219.692123766,7.94016888977883
DE,20220509,244298.221422242,7.79093847716576
DE,20220510,178329.721679074,6.50898393453148
DE,20220511,177528.321352712,7.17971607498236
DE,20220512,171207.702321929,6.86560959944285
DE,20220513,163762.882137532,7.28906158766493
DE,20220514,156660.404702822,7.37133384369202
DE,20220515,151062.056557237,7.45360609971911
DE,20220516,164394.811539903,7.5358783557462
DE,20220517,175077.142408262,7.76377890340723
DE,20220518,183243.918213949,8.07002601752932
DE,20220519,161910.911241609,7.81811181995441
DE,20220520,171895.26352671,7.63923524080456
DE,20220521,210743.112499641,7.7514610859982
DE,20220522,295240.81886025,7.86368693119185
DE,20220523,199359.237111567,7.97591277638549
DE,20220524,160676.851033959,8.72663473487757
DE,20220525,177401.534072147,9.34820309321954
DE,20220526,170678.616562492,9.16019348660221
DE,20220527,156188.229252141,8.32722393911908
DE,20220528,163555.355915466,8.42345285706684
DE,20220529,166358.594957882,8.5196817750146
DE,20220530,168815.184074076,8.61591069296237
DE,20220531,208839.951936239,8.71213961091013
DE,20220601,281645.660171736,8.77952487131039
DE,20220602,186116.480704792,9.28561716851038
DE,20220603,198111.87020359,8.75830384559549
DE,20220604,171190.6594796,9.08016205248247
DE,20220605,179666.410469637,9.40202025936945
DE,20220606,186926.040467673,9.72387846625642
DE,20220607,172302.831725474,10.003107548203
DE,20220608,178499.360912538,10.2313270560301
DE,20220609,217706.518765914,8.91135554024726
DE,20220610,179839.370500447,9.65120389297723
DE,20220611,166986.648726344,9.79699342606715
DE,20220612,155466.704697778,9.94278295915707
DE,20220613,169982.189761119,10.088572492247
DE,20220614,214822.883829519,8.66526583103708
DE,20220615,170868.252871817,8.72235778496441
DE,20220616,188008.242989723,8.87068373609183
DE,20220617,166394.682439184,8.26632836278524
DE,20220618,230101.19364143,8.02358447084277
DE,20220619,193427.221898448,7.78084057890031
DE,20220620,202974.781789174,7.53809668695785
DE,20220621,181028.195957502,7.29535279501538
DE,20220622,170406.061035723,7.44497719273615
DE,20220623,165400.769042435,7.17643477068912
DE,20220624,168906.716963637,6.3412271422578
DE,20220625,169816.436096973,6.42273662202801
DE,20220626,195045.947006649,6.50424610179823
DE,20220627,232238.191809001,6.58575558156844
DE,20220628,177584.455752315,7.17590843967211
DE,20220629,173431.19807128,7.18196238276579
DE,20220630,184543.10334773,6.99534455599223
DE,20220701,224536.289443487,6.12792675943756
DE,20220702,276469.002091486,6.09783894669019
DE,20220703,235855.72548749,6.06775113394282
DE,20220704,187372.875133963,6.03766332119546
DE,20220705,188370.286809174,6.00757550844809
DE,20220706,214597.45467149,5.91243040945558
DE,20220707,220774.067427124,6.0785576371293
DE,20220708,170103.305864557,6.64854103392314
DE,20220709,208038.675592155,6.76825245703848
DE,20220710,156640.258565947,6.88796388015382
DE,20220711,183079.060926129,7.00767530326916
DE,20220712,179124.745051302,6.97189959359793
DE,20220713,223763.835709881,6.81388650560768
DE,20220714,241384.176152013,7.01264654587819
DE,20220715,214382.725440762,6.68330415390724
DE,20220716,207193.003747814,7.027721492131
DE,20220717,201435.928863462,7.37213883035476
DE,20220718,220311.221248955,7.71655616857853
DE,20220719,256355.956196847,7.40436322713797
DE,20220720,239679.022369818,7.62619460758454
DE,20220721,309144.569055374,8.02830329598412
DE,20220722,284396.796332762,8.2788357469546
DE,20220723,299823.187290299,8.3581147670827
DE,20220724,275110.566326652,8.4373937872108
DE,20220725,351211.792072769,8.51667280733891
DE,20220726,258205.292421827,9.44408481817116
DE,20220727,189766.418077432,8.62428771037766
DE,20220728,231045.832419599,8.71271645030558
DE,20220729,240173.344256893,8.28378730543681
DE,20220730,225261.620985074,8.23017059749263
DE,20220731,201840.588466599,8.17655388954845
DE,20220801,224419.52763628,8.12293718160427
DE,20220802,194770.582389139,7.92446984709413
DE,20220803,236419.361200618,7.71662163040806
DE,20220804,242521.133471334,8.28884352464977
DE,20220805,275820.156753252,8.17958448621657
DE,20220806,235908.902489835,7.99232803395916
DE,20220807,259499.340432601,7.80507158170175
DE,20220808,289541.486447285,7.61781512944434
DE,20220809,324021.383997551,7.71581814674568
DE,20220810,318978.968571012,7.69605835764428
DE,20220811,257970.19513443,8.34129353692896
DE,20220812,214512.942475381,8.52584035926265
DE,20220813,188211.97828623,8.47917007682145
DE,20220814,180551.071202937,8.43249979438025
DE,20220815,183389.142380694,8.38582951193906
DE,20220816,183327.901698887,9.1558265938436
DE,20220817,180856.902356658,9.51570406870886
DE,20220818,181925.98503752,9.55921323030128
DE,20220819,188114.088587785,9.40650490547591
DE,20220820,221332.124944325,9.79576405379902
DE,20220821,212738.555814118,10.1850232021221
DE,20220822,207676.934471656,10.5742823504452
DE,20220823,208468.415108366,10.6152484824757
DE,20220824,198014.596536552,10.2356674627244
DE,20220825,205137.002015327,10.6046736020843
DE,20220826,252096.872466536,10.7663021946263
DE,20220827,250284.096868883,10.8262645454826
DE,20220828,247935.273924262,10.8862268963389
DE,20220829,247486.888081571,10.9461892471952
DE,20220830,268485.386968173,10.9330996702542
DE,20220831,244577.64474072,10.8808873961559
DE,20220901,189567.109768304,11.5911531902955
DE,20220902,199178.996607189,11.5047569105799
DE,20220903,185747.037950239,11.4525260093111
DE,20220904,199551.958373461,11.4002951080424
DE,20220905,229496.642348706,11.3480642067737
DE,20220906,243038.578442403,11.295833305505
DE,20220907,178748.947994456,10.9180658223052
DE,20220908,155667.427630419,11.2773275739977
DE,20220909,178410.511434394,11.4924527021121
DE,20220910,185022.530626104,11.6047315212985
DE,20220911,182237.520133755,11.717010340485
DE,20220912,183608.431138764,11.8292891596715
DE,20220913,226015.623959598,12.4211993959662
DE,20220914,186544.699844066,12.9088083069478
