GAS_ZONES,TIMESERIES,gas_demand_ref_quantity,gas_ref_price
CT,20220126,1144498.23642453,5.16986611647457
CT,20220127,1345201.16443603,5.18919537536757
CT,20220128,1300136.581262,6.69004920415839
CT,20220129,1167607.12163826,6.66363385356688
CT,20220130,1385581.90867412,6.63721850297537
CT,20220131,1393815.52142166,6.61080315238386
CT,20220201,1324340.22005635,6.50424331159508
CT,20220202,1224971.84988192,8.02594068166142
CT,20220203,1035985.54438498,7.0219038672426
CT,20220204,988677.556367649,6.44472220571657
CT,20220205,1121227.27678495,6.10277172444476
CT,20220206,1325711.96163831,5.76082124317296
CT,20220207,1280879.00539138,5.41887076190115
CT,20220208,1106267.96140259,5.26763027124232
CT,20220209,1083643.46346411,5.07829481740954
CT,20220210,1070843.02312472,4.97386458013396
CT,20220211,1015247.36460048,5.00485329212848
CT,20220212,984659.785481809,5.03370646146592
CT,20220213,978700.645213228,5.06255963080335
CT,20220214,1261425.26469138,5.09141280014079
CT,20220215,1413019.85898785,5.47648111079984
CT,20220216,1315446.17433491,5.63849421757681
CT,20220217,1072212.36684508,5.93320186853351
CT,20220218,880864.554173092,6.04989958122452
CT,20220219,1042483.99650178,6.07190962699633
CT,20220220,1201253.66362035,6.09391967276813
CT,20220221,1213198.11163718,6.11592971853993
CT,20220222,989842.242023644,6.13793976431173
CT,20220223,947094.387360202,6.35669920451334
CT,20220224,934426.299628354,6.69146561254908
CT,20220225,1182773.81231058,6.55162050156796
CT,20220226,1237917.80589242,6.54047105972562
CT,20220227,1236855.37454117,6.52932161788329
CT,20220228,1102153.67528286,6.51817217604095
CT,20220301,1234089.67840251,6.44097907598755
CT,20220302,1079604.73293235,6.94372946538331
CT,20220303,997740.134394593,6.98868201310343
CT,20220304,1187028.77611862,7.23214444742894
CT,20220305,1214681.20671375,7.41106047107651
CT,20220306,1078602.55399374,7.58997649472408
CT,20220307,864616.05895526,7.76889251837165
CT,20220308,871238.944425295,7.34323828409568
CT,20220309,1015274.34114564,7.32609598637806
CT,20220310,1107262.58634352,7.56813173756343
CT,20220311,1005817.61372495,7.88035489286721
CT,20220312,936327.703974865,7.85328261670902
CT,20220313,1094278.13300854,7.82621034055083
CT,20220314,1166923.34423514,7.79913806439263
CT,20220315,928106.784026079,7.66025726817329
CT,20220316,845501.597267783,7.87151270307323
CT,20220317,852532.36906649,7.90601162315769
CT,20220318,856487.499203429,7.85505171592092
CT,20220319,804208.863623889,7.64510280287733
CT,20220320,795069.100684203,7.43515388983374
CT,20220321,842506.835707811,7.22520497679015
CT,20220322,852633.82984941,7.41661483081873
CT,20220323,921525.611338746,7.640563781009
CT,20220324,936514.651422136,7.38262777494991
CT,20220325,929806.531174515,7.6753675057608
CT,20220326,829639.54431745,7.52391880615868
CT,20220327,881582.262465488,7.37247010655657
CT,20220328,1072368.22336125,7.22102140695446
CT,20220329,1312619.73410785,6.81514662682164
CT,20220330,1137397.59160889,6.67389291273555
CT,20220331,981726.1932618,6.7075556842495
CT,20220401,793866.317687727,6.53244149596708
CT,20220402,864487.046511268,6.50904539797613
CT,20220403,892811.477178043,6.48564929998518
CT,20220404,892803.249952195,6.46225320199423
CT,20220405,869636.42335602,6.58277503743124
CT,20220406,806651.087048932,6.8147011045913
CT,20220407,834622.04293541,6.41882703568553
CT,20220408,803219.849616507,6.62865050754958
CT,20220409,767375.679557305,6.48433508399241
CT,20220410,828710.634633781,6.34001966043523
CT,20220411,884203.569232044,6.19570423687806
CT,20220412,769192.731710299,6.29660662976679
CT,20220413,745729.747454242,6.25031374665536
CT,20220414,717962.683403389,6.35900324754469
CT,20220415,741472.24347886,6.59958084248646
CT,20220416,699977.636128368,6.84015843742822
CT,20220417,752804.912285242,7.08073603236999
CT,20220418,897765.54031894,7.32131362731175
CT,20220419,788203.042625171,7.44297454734877
CT,20220420,820839.074828403,7.28014102870301
CT,20220421,803591.073186978,7.19009209608626
CT,20220422,749011.515670935,7.03910853212989
CT,20220423,729432.513111219,7.13338511920784
CT,20220424,696194.905070649,7.22766170628579
CT,20220425,741697.420165902,7.32193829336374
CT,20220426,701022.032473031,8.03149795017694
CT,20220427,738472.309516172,8.23268859798718
CT,20220428,780096.704180273,8.48755780446122
CT,20220429,783594.897783445,8.51319164532264
CT,20220430,740215.270186673,8.9091410333105
CT,20220501,713945.458823443,9.30509042129837
CT,20220502,669311.183918638,9.70103980928623
CT,20220503,699443.869754089,10.6487319059068
CT,20220504,697816.96342286,11.5224900718325
CT,20220505,682156.867001678,11.9472176867284
CT,20220506,658437.585969161,12.1095390409681
CT,20220507,667145.576153801,12.2332275559241
CT,20220508,714183.076737149,12.3569160708801
CT,20220509,698950.377862132,12.4806045858361
CT,20220510,653841.440053512,10.7304216831367
CT,20220511,651513.868555494,12.1805977177055
CT,20220512,665571.049888595,11.9866596704987
CT,20220513,682389.841561307,13.0962944402236
CT,20220514,686121.928904979,13.4045742721759
CT,20220515,693328.731382566,13.7128541041282
CT,20220516,684565.873558012,14.0211339360805
CT,20220517,672746.047806087,14.1247049350415
CT,20220518,648568.108464854,14.3561546027853
CT,20220519,631828.284616374,13.5994716538347
CT,20220520,637363.229042949,12.9935256738787
CT,20220521,626688.319317347,12.8900796955389
CT,20220522,780263.744164013,12.7866337171992
CT,20220523,770244.240703798,12.6831877388594
CT,20220524,637122.079849699,13.5691233393274
CT,20220525,623799.394294534,14.2131420796904
CT,20220526,626347.906636187,13.6183211699431
CT,20220527,610849.640809023,12.1053161365804
CT,20220528,665893.360711849,11.9734540412992
CT,20220529,626302.052402706,11.8415919460181
CT,20220530,652459.076167785,11.7097298507369
CT,20220531,771381.668488917,11.5778677554557
CT,20220601,779044.49565339,11.4085838444932
CT,20220602,596587.332957987,11.7985453477742
CT,20220603,643111.616522608,10.8816478220281
CT,20220604,648142.322915571,11.0194218704692
CT,20220605,650547.641955416,11.1571959189103
CT,20220606,631051.006370638,11.2949699673514
CT,20220607,672720.442047983,11.3615468358076
CT,20220608,658799.362228266,11.362959512455
CT,20220609,693623.383666834,9.67743425461648
CT,20220610,683674.879878723,10.2483728120644
CT,20220611,652898.917526696,10.1707593699193
CT,20220612,638425.667437515,10.0931459277742
CT,20220613,630504.19732517,10.0155324856291
CT,20220614,704888.621589543,8.41168850835627
CT,20220615,685791.578068691,8.39812099737835
CT,20220616,676867.99410335,8.5929490547831
CT,20220617,618011.549285019,8.05628283688191
CT,20220618,769661.810445164,7.86340525623225
CT,20220619,586659.649883552,7.67052767558259
CT,20220620,602193.463855037,7.47765009493293
CT,20220621,646830.028280461,7.28477251428327
CT,20220622,624912.531155217,7.47945542305056
CT,20220623,578421.866529005,7.25357755926445
CT,20220624,634951.60840293,6.44842626343326
CT,20220625,689953.464797237,6.57234905798106
CT,20220626,782245.664579315,6.69627185252887
CT,20220627,843384.877083228,6.82019464707667
CT,20220628,632953.771253266,7.47661401522521
CT,20220629,651067.243637079,7.52849400192636
CT,20220630,701346.696646453,7.37753033783008
CT,20220701,718452.438327426,6.50208092464789
CT,20220702,845706.444782753,6.50933325941716
CT,20220703,793846.163644431,6.51658559418642
CT,20220704,707475.70338883,6.52383792895569
CT,20220705,731016.673726206,6.53109026372496
CT,20220706,764775.841221865,6.46679957105105
CT,20220707,748335.921786632,6.68899403594406
CT,20220708,695044.53285256,7.36077485415593
CT,20220709,773562.622528709,7.54084882469134
CT,20220710,703861.619981674,7.72092279522675
CT,20220711,691571.984115161,7.90099676576216
CT,20220712,761368.342757947,7.90853330722966
CT,20220713,794403.618820646,7.77636488468641
CT,20220714,816120.475622672,8.05194121922734
CT,20220715,753675.244638218,7.72052409682132
CT,20220716,742315.452481899,8.00605987163804
CT,20220717,762685.430011271,8.29159564645477
CT,20220718,848418.612471591,8.5771314212715
CT,20220719,763513.519318603,8.12507265936684
CT,20220720,910593.996580219,8.26168090536659
CT,20220721,994440.473201446,8.58628500375395
CT,20220722,919325.3691673,8.74121476011153
CT,20220723,933162.081993526,8.71160243203122
CT,20220724,961171.154158763,8.6819901039509
CT,20220725,1031230.45835261,8.65237777587058
CT,20220726,794687.786923239,9.47210240078916
CT,20220727,707326.715536268,8.53946646392083
CT,20220728,809162.83984221,8.51691036786557
CT,20220729,882842.760818946,7.99426298618548
CT,20220730,894564.811399168,7.84373468338992
CT,20220731,775399.493301857,7.69320638059436
CT,20220801,814493.227465956,7.5426780777988
CT,20220802,743369.803396948,7.26446591395908
CT,20220803,868069.199177433,6.98363727629959
CT,20220804,869776.237202211,7.40575610022492
CT,20220805,998819.056302119,7.21485656812481
CT,20220806,966131.709704027,6.96501029633842
CT,20220807,1003948.76598193,6.71516402455203
CT,20220808,1021349.56463514,6.46531775276563
CT,20220809,1039591.20383584,6.46490911453395
CT,20220810,1005778.56675509,6.36604623015312
CT,20220811,851465.060878677,6.81170507165721
CT,20220812,822560.326809841,6.87354251325145
CT,20220813,736125.965670452,6.75072067454186
CT,20220814,682696.632211802,6.62789883583226
CT,20220815,725224.012069078,6.50507699712267
CT,20220816,738078.884576059,7.11242340016802
CT,20220817,778003.921786152,7.40243497861765
CT,20220818,727156.402620435,7.4467959491119
CT,20220819,767155.510793211,7.33819455021061
CT,20220820,880778.017800562,7.65354339960061
CT,20220821,897945.180079136,7.96889224899061
CT,20220822,848903.899424899,8.28424109838061
CT,20220823,781020.829441486,8.32809407678111
CT,20220824,797009.106962448,8.04165165403111
CT,20220825,859708.9655122,8.34334159958624
CT,20220826,894957.201538234,8.48248138873769
CT,20220827,880028.459068068,8.54193544564956
CT,20220828,863657.988637925,8.60138950256144
CT,20220829,813501.039940948,8.66084355947331
CT,20220830,923284.342189027,8.66271805460945
CT,20220831,883747.380591353,8.63353827865227
CT,20220901,777294.980290926,9.2101091942456
CT,20220902,718030.568704136,9.15438579333822
CT,20220903,699116.011646451,9.12556106998136
CT,20220904,755925.698795021,9.0967363466245
CT,20220905,867015.212215887,9.06791162326764
CT,20220906,777829.493434353,9.03908689991077
CT,20220907,648993.391358766,8.74914523230204
CT,20220908,669352.228808465,9.04981588497005
CT,20220909,699087.954976778,9.23548917949835
CT,20220910,724679.182666501,9.33917807716566
CT,20220911,808524.322710541,9.44286697483297
CT,20220912,731318.530599737,9.54655587250028
CT,20220913,788013.402986637,10.0384170542423
CT,20220914,746298.04836153,10.4472378820341
CT,20220915,735181.382215795,10.3878703488657
CT,20220916,655298.270744376,9.75961981388059
CT,20220917,678255.145016868,9.66400375604436
CT,20220918,670137.854866428,9.56838769820812
CT,20220919,812193.219670227,9.47277164037189
CT,20220920,800711.819592166,9.49687035396837
CT,20220921,717216.630421362,9.43797384965615
CT,20220922,732430.733584517,9.13224833662329
CT,20220923,669613.879067106,7.91414075231006
CT,20220924,646301.496650994,7.88485641355705
CT,20220925,657224.193709472,7.85557207480404
CT,20220926,674970.933168594,7.82628773605104
CT,20220927,691761.047897222,7.88963230719691
CT,20220928,669278.451859401,7.58412531715064
CT,20220929,669488.919647591,7.53302633319753
CT,20220930,659188.838465715,7.31085422343222
CT,20221001,659733.301751059,6.9976270698718
CT,20221002,661295.727234736,6.68439991631138
CT,20221003,667329.389088745,6.37117276275096
CT,20221004,673395.521649475,6.07740373272129
CT,20221005,672349.370124861,6.54818936843322
CT,20221006,669574.406065914,7.7191679387194
CT,20221007,712634.463387359,6.95595113713925
CT,20221008,726151.577247931,6.93021325693929
CT,20221009,697914.114771578,6.90447537673934
CT,20221010,688389.899209041,6.87873749653939
CT,20221011,688729.688017875,6.79836515926325
CT,20221012,693388.226767484,7.21009218900553
CT,20221013,704364.452190035,6.80238153525726
CT,20221014,706145.187408766,6.61446764886706
CT,20221015,699014.387674977,6.60016207716218
CT,20221016,706783.255391854,6.58585650545729
CT,20221017,700850.465472043,6.57155093375241
CT,20221018,703443.235952861,6.65966805251863
CT,20221019,732194.186772926,6.08818494712078
CT,20221020,742069.925739587,5.51641829832431
CT,20221021,742989.838691489,4.81453776717326
CT,20221022,730089.213452755,4.94565749976064
CT,20221023,723200.380213955,5.07677723234801
CT,20221024,723223.316611164,5.20789696493539
CT,20221025,714843.295599735,5.59906390462978
CT,20221026,740339.987967262,5.71960949403519
CT,20221027,743282.738740512,5.74269697513754
CT,20221028,741395.757718475,5.44065670285892
CT,20221029,782197.269242987,5.44200487331432
CT,20221030,773841.324745231,5.44335304376972
CT,20221031,760001.487542348,5.44470121422512
CT,20221101,740129.510861546,4.95785832426453
CT,20221102,735487.3264067,4.96993796208831
CT,20221103,767042.79304731,5.04714777286339
CT,20221104,759113.354849761,4.34270808393186
CT,20221105,764629.497453203,4.56832426780552
CT,20221106,810028.508602096,4.79394045167918
CT,20221107,813450.349334975,5.01955663555284
CT,20221108,811266.126959717,4.34701315479223
CT,20221109,822450.50577626,3.76109793599866
CT,20221110,834836.522525748,5.21900077794188
CT,20221111,776932.369164867,5.22029376174549
CT,20221112,776683.591357473,5.74400486265529
CT,20221113,788468.669533749,6.2677159635651
CT,20221114,849667.4980082,6.7914270644749
CT,20221115,933325.190437471,6.44086978905753
CT,20221116,924813.010984002,6.45628812961219
CT,20221117,889244.890684286,6.84715782707119
CT,20221118,915906.926638147,6.77581526175563
CT,20221119,953377.487533662,6.86434339504875
CT,20221120,977741.290884054,6.95287152834188
CT,20221121,1043973.91216159,7.04139966163501
CT,20221122,1000119.20722308,7.12773537436701
CT,20221123,923615.299073106,7.51211929688377
CT,20221124,920427.288085947,7.55584132681898
CT,20221125,921971.051247023,7.5995633567542
CT,20221126,883378.00665029,7.42030003523903
CT,20221127,888105.31713374,7.24103671372386
CT,20221128,866327.96932625,7.06177339220869
CT,20221129,928670.374565976,7.13826928416827
CT,20221130,973873.056220863,8.33463805865598
CT,20221201,891477.609451217,7.58063359741422
CT,20221202,1008920.63001112,5.92625031232622
CT,20221203,959999.706115313,5.6462680423675
CT,20221204,907524.954218207,5.36628577240877
CT,20221205,1026326.99503709,5.08630350245004
CT,20221206,992998.903808726,5.6458943967829
CT,20221207,900968.838427158,5.56707039870832
CT,20221208,881359.213602395,5.97350163143934
CT,20221209,954466.661633233,6.2464881206772
CT,20221210,1002050.33624605,7.02744640342145
CT,20221211,1039715.08184673,7.80840468616569
CT,20221212,1073599.92839625,8.58936296890994
CT,20221213,1109385.77376015,9.24254334087174
CT,20221214,1076502.75992077,8.44403174063594
CT,20221215,1075193.09227901,8.83067969465995
CT,20221216,1038786.80375839,8.6082018880667
CT,20221217,1004486.01282284,8.36859949981036
CT,20221218,1025149.24791001,8.12899711155403
CT,20221219,1052124.41819613,7.88939472329769
CT,20221220,1052273.26164937,6.84995617527378
CT,20221221,1099586.85847179,7.95111667743457
CT,20221222,1091945.40973053,9.20745912061894
CT,20221223,997645.712357815,9.27046050859929
CT,20221224,1091498.00068992,9.26862209461926
CT,20221225,1368843.57441051,9.26678368063923
CT,20221226,1221256.00311624,9.2649452666592
CT,20221227,1181029.83872207,6.32223336449534
CT,20221228,1124982.81449265,5.2588482037681
CT,20221229,1067520.54635663,4.89519864115848
CT,20221230,1031492.40790555,4.5575885837348
CT,20221231,989146.301001169,4.5575885837348
DC,20220101,129193.823604327,5.78717905581027
DC,20220102,121399.712361042,5.71397133655518
DC,20220103,140164.626383946,5.64076361730008
DC,20220104,188476.026621871,5.59383483450922
DC,20220105,187615.611310655,5.63672880290334
DC,20220106,163744.209649161,5.84206143545037
DC,20220107,164954.263498076,5.6468110184571
DC,20220108,192713.034165854,5.77446842399398
DC,20220109,189678.287315675,5.90212582953085
DC,20220110,158104.838720781,6.02978323506773
DC,20220111,182849.533693425,5.99565145655239
DC,20220112,203293.65808691,6.62094111673488
DC,20220113,162703.076363301,6.8114625482441
DC,20220114,153171.867453204,6.19196744083569
DC,20220115,168112.613739992,6.18436827987905
DC,20220116,222991.39295221,6.17676911892241
DC,20220117,190084.321480104,6.16916995796578
DC,20220118,163237.374114247,6.42966547841012
DC,20220119,172901.57518086,6.91699636494837
DC,20220120,140771.288108372,6.30086869907547
DC,20220121,187608.331100463,5.82524229812412
DC,20220122,233311.21770974,5.87368977092712
DC,20220123,215036.776548039,5.92213724373012
DC,20220124,183151.324125505,5.97058471653311
DC,20220125,168773.135165513,6.0334438958976
DC,20220126,168104.151154015,6.31008223604004
DC,20220127,216337.535811241,6.3163605666141
DC,20220128,209164.70967679,8.12096000135645
DC,20220129,187333.10737532,8.06701783857179
DC,20220130,240066.380197168,8.01307567578712
DC,20220131,227659.91682756,7.95913351300246
DC,20220201,197953.890335497,7.80943315330372
DC,20220202,182846.99079294,9.61014292573899
DC,20220203,156057.318644145,8.38493979993602
DC,20220204,109660.773608301,7.67468289026077
DC,20220205,132491.485487984,7.24987977576827
DC,20220206,216402.785397471,6.82507666127578
DC,20220207,198876.181164362,6.40027354678328
DC,20220208,162105.612091044,6.20463439148888
DC,20220209,162019.862015872,5.96526840433088
DC,20220210,140463.989614807,5.82662683276534
DC,20220211,125293.671021037,5.84690136408269
DC,20220212,110065.638396521,5.84403483483365
DC,20220213,121750.362958969,5.84116830558461
DC,20220214,202192.35011536,5.83830177633556
DC,20220215,236662.431622979,6.13368697898468
DC,20220216,203935.456356635,6.16815018355105
DC,20220217,139892.20791071,6.33946648566373
DC,20220218,79856.7188113975,6.31369410656372
DC,20220219,154455.33541165,6.19269198199946
DC,20220220,179807.783098679,6.07168985743521
DC,20220221,193732.34648282,5.95068773287095
DC,20220222,110195.813577081,5.8296856083067
DC,20220223,86313.3439912744,5.8969298129373
DC,20220224,90903.867204447,6.06299671806186
DC,20220225,176010.185848832,5.7981120140739
DC,20220226,125555.723024726,5.65707708313273
DC,20220227,165572.642976918,5.51604215219156
DC,20220228,124636.936573727,5.37500722125038
DC,20220301,152770.837738536,5.18772442005736
DC,20220302,127872.274138015,5.46247656257112
DC,20220303,100347.857460748,5.36987109357391
DC,20220304,142833.740949159,5.42759529092421
DC,20220305,166556.066863704,5.42929315326221
DC,20220306,103165.359759117,5.4309910156002
DC,20220307,57814.5822883967,5.4326888779382
DC,20220308,73625.3660687855,5.0155103117175
DC,20220309,115545.213628488,4.8873326124957
DC,20220310,156731.190126477,4.93128111011523
DC,20220311,133122.28456039,5.01520441330194
DC,20220312,102609.027498892,4.88511174640353
DC,20220313,235441.174726569,4.75501907950512
DC,20220314,199700.18232967,4.6249264126067
DC,20220315,105556.836245928,4.43683583005442
DC,20220316,76904.1658115755,4.63922848028967
DC,20220317,70268.5676256708,4.74135602172957
DC,20220318,86214.3932299576,4.79348888487615
DC,20220319,64419.4308057788,4.74413449791895
DC,20220320,55187.5909330895,4.69478011096175
DC,20220321,95364.903386101,4.64542572400455
DC,20220322,72143.098989181,4.85219929884593
DC,20220323,67567.8037449067,5.08646274919183
DC,20220324,84551.8018857488,5.0010246189409
DC,20220325,91843.9965718885,5.29059791920848
DC,20220326,77182.0977988277,5.27512243096286
DC,20220327,122763.891764475,5.25964694271724
DC,20220328,182115.553821425,5.24417145447162
DC,20220329,219037.896727422,5.03629326344464
DC,20220330,182716.966505821,5.01848462890071
DC,20220331,91005.8945229383,5.13233751136412
DC,20220401,58675.0103446779,5.08608961635376
DC,20220402,108533.139125317,5.15775618371826
DC,20220403,97001.4811055081,5.22942275108277
DC,20220404,103617.09392635,5.30108931844727
DC,20220405,100475.562762329,5.49474727481721
DC,20220406,85645.5930590211,5.78819399511792
DC,20220407,73039.6377128884,5.54765565766805
DC,20220408,100676.167123044,5.82956974391967
DC,20220409,79294.528732566,5.79999002391864
DC,20220410,103805.259635561,5.77041030391761
DC,20220411,119104.993475159,5.74083058391658
DC,20220412,69434.2736484182,5.93674195837464
DC,20220413,49248.2271721976,5.99654346378333
DC,20220414,42530.5330662301,6.20791514315294
DC,20220415,54568.9085932237,6.31011215662859
DC,20220416,47704.6605261661,6.41230917010423
DC,20220417,54427.491496662,6.51450618357988
DC,20220418,102397.35645566,6.61670319705552
DC,20220419,134405.848295921,6.56367290992724
DC,20220420,117091.875874053,6.26452206298134
DC,20220421,75834.361357618,6.0371276379088
DC,20220422,58722.4164721395,5.76715096655646
DC,20220423,51894.745501016,5.70253639116013
DC,20220424,49198.8750193359,5.63792181576381
DC,20220425,47541.3487417767,5.57330724036748
DC,20220426,48990.3386939009,5.96528541117278
DC,20220427,58341.9294389271,5.96656144042101
DC,20220428,94398.8510907018,6.00223406986713
DC,20220429,96272.0427113097,5.87449240619266
DC,20220430,72637.1865245063,5.98941862337705
DC,20220501,54147.9340082721,6.10434484056143
DC,20220502,53102.9160735193,6.21927105774582
DC,20220503,42872.7929023335,6.66142044818445
DC,20220504,44740.8808458006,7.03336327015094
DC,20220505,42982.6391920863,7.11592295742006
DC,20220506,45916.4520131452,7.03784708073693
DC,20220507,61480.6523771022,6.93820885665452
DC,20220508,91731.3913237462,6.83857063257212
DC,20220509,87409.7124712502,6.73893240848972
DC,20220510,53095.9764349563,5.65353414679535
DC,20220511,49364.5787932458,6.26209403084041
DC,20220512,43183.1258763338,6.01307905014394
DC,20220513,39040.7368179167,6.41054455560322
DC,20220514,36494.5660831351,6.50649964495104
DC,20220515,36794.7720857865,6.60245473429886
DC,20220516,35639.2231059576,6.69840982364668
DC,20220517,39826.4178067611,6.91694843756894
DC,20220518,40375.4147656306,7.20642477471438
DC,20220519,38644.3939134613,6.99761982445516
DC,20220520,35966.0142151817,6.85333393085593
DC,20220521,34598.7350980051,6.97060600664255
DC,20220522,34485.7336449914,7.08787808242917
DC,20220523,35359.5560657824,7.20515015821578
DC,20220524,39001.1086593529,7.90156254354475
DC,20220525,46374.3355893851,8.48394542622676
DC,20220526,37769.8965331291,8.33254979852639
DC,20220527,36481.0511568504,7.5923646462329
DC,20220528,34928.8939287447,7.69854162572427
DC,20220529,35905.2331922802,7.80471860521564
DC,20220530,33954.673189452,7.91089558470701
DC,20220531,33543.3945792942,8.01707256419838
DC,20220601,33446.7204654748,8.09777200948877
DC,20220602,33351.6035724024,8.58437833075863
DC,20220603,33293.4727984437,8.11561855619779
DC,20220604,34914.0954983237,8.4347516964923
DC,20220605,34152.3566743871,8.75388483678681
DC,20220606,35474.8306475568,9.07301797708133
DC,20220607,33647.1239476154,9.35514947202383
DC,20220608,32819.9280432061,9.59072202745149
DC,20220609,32728.4101349445,8.37272160305826
DC,20220610,34171.7557262295,9.08882860969098
DC,20220611,32719.1854447982,9.24815297811566
DC,20220612,32934.3119618404,9.40747734654033
DC,20220613,32404.8620391609,9.56680171496501
DC,20220614,32327.5799340059,8.23611662436278
DC,20220615,32259.7685756177,8.35248293323808
DC,20220616,32177.2820348918,8.60235690426621
DC,20220617,32104.2503133857,8.11804913661718
DC,20220618,32032.6199013952,7.9723593393192
DC,20220619,33907.2687276353,7.82666954202121
DC,20220620,34163.8701731259,7.68097974472323
DC,20220621,32182.0337523431,7.53528994742525
DC,20220622,31760.0579212925,7.78745773342847
DC,20220623,31715.1477299774,7.60185767322908
DC,20220624,32261.4720696739,6.80241249679032
DC,20220625,31604.8170628983,6.98068001021492
DC,20220626,31509.1994778809,7.15894752363952
DC,20220627,31449.8818439357,7.33721503706413
DC,20220628,31877.0598934702,8.09619927600488
DC,20220629,31532.3168753846,8.20589750364654
DC,20220630,31279.9452160976,8.09414041487762
DC,20220701,31225.9561529582,7.18048618842976
DC,20220702,31173.2880832607,7.23631247225795
DC,20220703,31121.9369921066,7.29213875608614
DC,20220704,31086.460240001,7.34796503991433
DC,20220705,31024.3425211258,7.40379132374252
DC,20220706,30975.748741667,7.37903610244678
DC,20220707,30929.6298117777,7.68268087553859
DC,20220708,30884.8110777715,8.5097591755707
DC,20220709,30841.2898384038,8.77830156847988
DC,20220710,30799.0636107425,9.04684396138906
DC,20220711,30803.7689626216,9.31538635429824
DC,20220712,30720.9792386373,9.38548427987586
DC,20220713,30680.1334516729,9.28921724576209
DC,20220714,30643.0668233726,9.6815487319102
DC,20220715,30607.2860850411,9.34399879007813
DC,20220716,30572.7900771824,9.84534168996164
DC,20220717,30539.5778648724,10.3466845898451
DC,20220718,30507.6487393935,10.8480274897286
DC,20220719,30477.0022200532,10.4282205238321
DC,20220720,30447.6380561862,10.7603305005297
DC,20220721,30419.5562293397,11.348454852439
DC,20220722,30392.7569556433,11.7240446940711
DC,20220723,30367.2406883617,11.8584607913624
DC,20220724,30343.0081206328,11.9928768886537
DC,20220725,30320.0601883907,12.127292985945
DC,20220726,30298.398073474,13.4725257349429
DC,20220727,30278.0232069219,12.3255871078956
DC,20220728,30258.9372724568,12.4747886176263
DC,20220729,30241.1422101565,11.88238966443
DC,20220730,30224.640220317,11.8268751003699
DC,20220731,30209.433767505,11.7713605363099
DC,20220801,30195.5255848068,11.7158459722499
DC,20220802,30182.9186782684,11.450541153279
DC,20220803,30171.6163315357,11.1706446495638
DC,20220804,30161.6221106906,12.0209892230616
DC,20220805,30152.9398692904,11.8842764337998
DC,20220806,30145.5737536084,11.6325304093697
DC,20220807,30139.5282080809,11.3807843849396
DC,20220808,30134.8079809625,11.1290383605095
DC,20220809,30131.4181301913,11.2928726255596
DC,20220810,30129.3640294682,11.2845964958892
DC,20220811,30128.6513745525,12.2531097364467
DC,20220812,30129.2861897781,12.5471575358877
DC,20220813,29750.7285744548,12.5011346097756
DC,20220814,30093.7114785547,12.4551116836635
DC,20220815,30129.7313881606,12.4090887575514
DC,20220816,30113.169827326,13.2649986261526
DC,20220817,29965.2815493939,13.4979049708189
DC,20220818,29895.1270438205,13.2758817819701
DC,20220819,30132.0423489278,12.7904346162219
DC,20220820,30183.9167475097,13.0251073930874
DC,20220821,30197.2005241284,13.2597801699528
DC,20220822,30212.0029872599,13.4944529468182
DC,20220823,30228.3503715744,13.2632615433241
DC,20220824,30239.4536013623,12.5213779751352
DC,20220825,30265.2718320802,12.7013256740033
DC,20220826,30286.9196375016,12.6250788702241
DC,20220827,30309.7027607039,12.4323761242967
DC,20220828,30334.1573412052,12.2396733783693
DC,20220829,30360.3078402021,12.0469706324418
DC,20220830,30388.1784769678,11.7807786206417
DC,20220831,30417.7932514923,11.4791780448426
DC,20220901,30370.8162990595,11.972612042747
DC,20220902,30448.0920509984,11.634708303576
DC,20220903,30517.3396633338,11.3502466876461
DC,20220904,30554.1675467452,11.0657850717162
DC,20220905,30592.8572600341,10.7813234557864
DC,20220906,30633.4321142246,10.4968618398565
DC,20220907,30675.9154353522,9.93350930281421
DC,20220908,30719.8904684978,10.0456716446287
DC,20220909,30730.685134326,10.0230823003015
DC,20220910,30793.0856345683,9.90960747376814
DC,20220911,30864.4051783485,9.79613264723481
DC,20220912,30917.7950524455,9.68265782070149
DC,20220913,30972.2131363558,9.95440390111796
DC,20220914,31183.8843419594,10.1286989924316
DC,20220915,31157.7565723706,10.0130983363642
DC,20220916,31567.4010429816,9.51157117634477
DC,20220917,31513.072675713,9.52163518191148
DC,20220918,31474.8769845341,9.53169918747818
DC,20220919,31400.0465791916,9.54176319304489
DC,20220920,31420.3155420406,9.67184831474339
DC,20220921,31644.8898590069,9.71818446940472
DC,20220922,31591.879240482,9.50739380388692
DC,20220923,33093.1130710752,8.33038246924081
DC,20220924,35174.7228423319,8.39168986838476
DC,20220925,34054.9842244013,8.45299726752871
DC,20220926,33084.6605332754,8.51430466667266
DC,20220927,33256.6579032423,8.67815775288618
DC,20220928,35975.8207499561,8.43439000409039
DC,20220929,35444.3298184731,8.47022730789034
DC,20220930,35543.7097124829,8.31134108135685
DC,20221001,37912.7894660546,8.03625464538892
DC,20221002,36615.1086989498,7.76116820942098
DC,20221003,44033.2199465058,7.48608177345305
DC,20221004,46985.9559986665,7.21989155992232
DC,20221005,47777.821288082,7.86522621648354
DC,20221006,38987.5268683963,9.37427908027302
DC,20221007,37074.1118831332,8.54085429692332
DC,20221008,38481.5105411182,8.60371182040399
DC,20221009,52643.8830714539,8.66656934388467
DC,20221010,47835.8569781824,8.72942686736534
